source_id,kind,auc,panel_size,panel_dist_chars,pop_cognitively_unimpaired,pop_impaired_or_mixed,end_amyloid_status,end_clinical_diagnosis,end_cognitive_decline,plat_somascan,plat_olink,plat_nulisa,plat_simoa,plat_lumipulse,plat_elecsys,plat_msd,plat_mass_spec,population,endpoint,broad_platform,targeted_platform
10.1002/alz.71253,abstract,0.826,,,True,False,False,True,True,False,False,False,False,False,False,False,False,CU_only,cognitive_decline,False,False
10.1002/alz.71009,abstract,0.878,,,True,False,True,True,False,False,False,False,False,False,True,False,False,CU_only,amyloid_status,False,True
10.3389/fnagi.2025.1559459,abstract,0.9,,,False,False,True,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.3389/fnagi.2025.1559459,abstract,0.87,,,False,False,True,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1186/s13195-026-02119-z,abstract,0.923,,,False,True,False,True,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.1186/s13195-026-02119-z,abstract,0.94,,,False,True,False,True,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.1186/s13195-026-02012-9,abstract,0.67,,,True,False,True,True,False,False,False,False,True,True,False,False,False,CU_only,amyloid_status,False,True
10.1186/s13195-026-02053-0,abstract,0.86,,,True,True,False,True,True,False,False,False,False,False,False,False,False,mixed,cognitive_decline,False,False
10.1186/s13195-026-02053-0,abstract,0.776,,,True,True,False,True,True,False,False,False,False,False,False,False,False,mixed,cognitive_decline,False,False
10.3390/ijms27125533,abstract,0.79,31.0,489.0,False,False,True,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1001/jamaneurol.2026.2650,abstract,0.86,7.0,132.0,True,True,False,False,False,False,False,False,False,False,False,False,False,mixed,unspecified,False,False
10.1001/jamaneurol.2026.2650,abstract,0.92,7.0,278.0,True,True,False,False,False,False,False,False,False,False,False,False,False,mixed,unspecified,False,False
10.1016/j.tjpad.2026.100615,abstract,0.965,,,True,True,True,True,True,False,False,True,False,False,False,False,False,mixed,amyloid_status,True,False
10.1016/j.tjpad.2026.100615,abstract,0.823,,,True,True,True,True,True,False,False,True,False,False,False,False,False,mixed,amyloid_status,True,False
10.1111/jnc.70313,abstract,0.954,,,False,True,False,True,False,False,False,False,True,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1002/alz.70010,abstract,0.9,,,False,True,False,False,False,False,False,False,True,False,False,False,False,impaired_or_unspecified,unspecified,False,True
10.1177/13872877251408510,abstract,0.9,3.0,243.0,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1177/13872877251408510,abstract,0.9,3.0,66.0,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1177/13872877251393405,abstract,0.8,,,True,True,False,True,False,False,False,False,False,False,False,False,False,mixed,clinical_diagnosis,False,False
10.1038/s41598-025-34241-7,abstract,0.9,,,False,True,True,True,False,False,False,False,False,True,False,False,False,impaired_or_unspecified,amyloid_status,False,True
10.1038/s41598-025-17394-3,abstract,0.66,,,False,False,True,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1038/s41598-025-17394-3,abstract,0.813,,,False,False,True,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1038/s41598-025-17394-3,abstract,0.842,,,False,False,True,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1038/s41598-025-17394-3,abstract,0.886,,,False,False,True,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1016/j.scib.2026.08.018,abstract,0.899,9.0,40.0,True,True,True,True,False,False,False,False,False,False,False,False,False,mixed,amyloid_status,False,False
10.1212/wnl.0000000000214712,abstract,0.554,,,False,False,False,True,False,False,False,False,True,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1212/wnl.0000000000214712,abstract,0.514,,,False,False,False,True,False,False,False,False,True,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1212/wnl.0000000000214712,abstract,0.77,,,False,False,False,True,False,False,False,False,True,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1212/wnl.0000000000214712,abstract,0.996,,,False,False,False,True,False,False,False,False,True,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1212/wnl.0000000000214712,abstract,0.988,,,False,False,False,True,False,False,False,False,True,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1212/wnl.0000000000214712,abstract,0.963,,,False,False,False,True,False,False,False,False,True,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1212/wnl.0000000000214712,abstract,0.934,,,False,False,False,True,False,False,False,False,True,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1212/wnl.0000000000214712,abstract,0.986,,,False,False,False,True,False,False,False,False,True,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.3346/jkms.2026.41.e184,abstract,0.909,,,False,True,True,True,True,False,False,False,True,False,False,False,False,impaired_or_unspecified,amyloid_status,False,True
10.3346/jkms.2026.41.e184,abstract,0.904,,,False,True,True,True,True,False,False,False,True,False,False,False,False,impaired_or_unspecified,amyloid_status,False,True
10.3346/jkms.2026.41.e184,abstract,0.828,,,False,True,True,True,True,False,False,False,True,False,False,False,False,impaired_or_unspecified,amyloid_status,False,True
10.3346/jkms.2026.41.e184,abstract,0.872,,,False,True,True,True,True,False,False,False,True,False,False,False,False,impaired_or_unspecified,amyloid_status,False,True
10.3346/jkms.2026.41.e184,abstract,0.794,,,False,True,True,True,True,False,False,False,True,False,False,False,False,impaired_or_unspecified,amyloid_status,False,True
10.3346/jkms.2026.41.e184,abstract,0.761,,,False,True,True,True,True,False,False,False,True,False,False,False,False,impaired_or_unspecified,amyloid_status,False,True
10.1515/jtim-2026-0038,abstract,0.97,,,False,True,True,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1515/jtim-2026-0038,abstract,0.951,,,False,True,True,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1515/jtim-2026-0038,abstract,0.851,,,False,True,True,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1515/jtim-2026-0038,abstract,0.758,,,False,True,True,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1016/j.tjpad.2026.100613,abstract,0.92,,,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1016/j.tjpad.2026.100613,abstract,0.86,,,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1016/j.tjpad.2026.100613,abstract,0.82,,,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1016/j.tjpad.2026.100613,abstract,0.76,,,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1002/alz.70796,abstract,0.87,,,False,True,True,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1002/alz.70796,abstract,0.87,,,False,True,True,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1002/dad2.70281,abstract,0.92,,,False,False,False,False,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.1111/ene.70618,abstract,0.891,,,True,False,True,True,True,False,False,False,False,False,False,False,False,CU_only,amyloid_status,False,False
10.1111/eci.70034,abstract,0.91,,,False,False,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1111/eci.70034,abstract,0.88,,,False,False,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1111/eci.70034,abstract,0.859,,,False,False,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1177/13872877261465672,abstract,0.875,,,True,True,False,False,False,False,False,False,False,False,False,False,False,mixed,unspecified,False,False
10.1177/13872877261465672,abstract,0.883,,,True,True,False,False,False,False,False,False,False,False,False,False,False,mixed,unspecified,False,False
10.1038/s41380-026-03708-y,abstract,0.9,3.0,466.0,False,True,True,True,True,False,False,True,False,False,False,False,False,impaired_or_unspecified,amyloid_status,True,False
10.1038/s41380-026-03708-y,abstract,0.75,3.0,409.0,False,True,True,True,True,False,False,True,False,False,False,False,False,impaired_or_unspecified,amyloid_status,True,False
10.1038/s41380-026-03708-y,abstract,0.86,3.0,138.0,False,True,True,True,True,False,False,True,False,False,False,False,False,impaired_or_unspecified,amyloid_status,True,False
10.1002/alz.14570,abstract,0.93,,,True,True,False,True,True,False,False,False,False,False,False,False,True,mixed,cognitive_decline,True,False
10.1177/13872877261459067,abstract,0.93,,,False,True,False,True,False,False,False,False,False,False,True,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1002/alz.70881,abstract,0.94,,,False,False,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.1186/s13195-026-02008-5,abstract,0.942,,,False,True,True,True,True,False,False,False,True,False,False,False,False,impaired_or_unspecified,amyloid_status,False,True
10.1186/s13195-026-02008-5,abstract,0.909,,,False,True,True,True,True,False,False,False,True,False,False,False,False,impaired_or_unspecified,amyloid_status,False,True
10.1186/s13195-026-02008-5,abstract,0.961,,,False,True,True,True,True,False,False,False,True,False,False,False,False,impaired_or_unspecified,amyloid_status,False,True
10.1186/s13195-026-02008-5,abstract,0.917,,,False,True,True,True,True,False,False,False,True,False,False,False,False,impaired_or_unspecified,amyloid_status,False,True
10.1016/j.ebiom.2025.105805,abstract,0.911,,,False,False,False,True,True,False,False,False,False,False,False,False,True,impaired_or_unspecified,cognitive_decline,True,False
10.1016/j.ebiom.2025.105805,abstract,0.927,,,False,False,False,True,True,False,False,False,False,False,False,False,True,impaired_or_unspecified,cognitive_decline,True,False
10.3390/medicina62030605,abstract,0.9,407.0,345.0,False,False,False,True,False,False,False,False,False,False,False,False,True,impaired_or_unspecified,clinical_diagnosis,True,False
10.3390/medicina62030605,abstract,0.89,407.0,410.0,False,False,False,True,False,False,False,False,False,False,False,False,True,impaired_or_unspecified,clinical_diagnosis,True,False
10.3390/medicina62030605,abstract,0.86,407.0,453.0,False,False,False,True,False,False,False,False,False,False,False,False,True,impaired_or_unspecified,clinical_diagnosis,True,False
10.3389/fnagi.2026.1792887,abstract,0.941,,,False,True,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.1038/s44220-025-00460-0,abstract,0.84,6.0,412.0,False,True,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.1002/alz.71709,abstract,0.92,,,True,False,False,True,False,False,False,False,False,False,False,False,False,CU_only,clinical_diagnosis,False,False
10.1002/alz.70931,abstract,0.938,,,False,True,False,True,False,False,False,False,True,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.3389/fnagi.2026.1773606,abstract,0.88,,,True,True,False,True,True,False,False,False,False,False,False,False,False,mixed,cognitive_decline,False,False
10.3389/fnagi.2026.1773606,abstract,0.89,,,True,True,False,True,True,False,False,False,False,False,False,False,False,mixed,cognitive_decline,False,False
10.1002/trc2.70286,abstract,0.83,,,False,True,False,False,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.1002/trc2.70286,abstract,0.7,,,False,True,False,False,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.1016/j.xcrm.2025.102031,abstract,0.92,16.0,395.0,False,False,True,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1038/s41467-025-67656-x,abstract,0.95,51.0,68.0,False,False,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.1038/s41467-025-67656-x,abstract,0.91,51.0,176.0,False,False,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.1186/s12967-026-07939-z,abstract,0.988,,,True,False,False,True,True,False,False,False,False,False,False,False,False,CU_only,cognitive_decline,False,False
10.1002/alz.71179,abstract,0.93,8.0,225.0,False,False,True,False,False,False,False,True,False,False,False,False,False,impaired_or_unspecified,amyloid_status,True,False
10.1038/s41398-026-03933-7,abstract,0.935,,,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1111/jnc.70306,abstract,0.71,11.0,271.0,False,True,False,False,True,False,True,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,True,False
10.1111/jnc.70306,abstract,0.71,11.0,332.0,False,True,False,False,True,False,True,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,True,False
10.1111/jnc.70306,abstract,0.78,11.0,398.0,False,True,False,False,True,False,True,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,True,False
10.1111/jnc.70306,abstract,0.74,11.0,477.0,False,True,False,False,True,False,True,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,True,False
10.1186/s13195-026-01996-8,abstract,0.939,,,False,False,False,True,True,False,False,False,False,True,True,False,False,impaired_or_unspecified,cognitive_decline,False,True
10.1186/s13195-026-01996-8,abstract,0.95,,,False,False,False,True,True,False,False,False,False,True,True,False,False,impaired_or_unspecified,cognitive_decline,False,True
10.1186/s13195-026-01996-8,abstract,0.903,,,False,False,False,True,True,False,False,False,False,True,True,False,False,impaired_or_unspecified,cognitive_decline,False,True
10.1186/s13195-026-01996-8,abstract,0.97,,,False,False,False,True,True,False,False,False,False,True,True,False,False,impaired_or_unspecified,cognitive_decline,False,True
10.1186/s13195-026-01996-8,abstract,0.95,,,False,False,False,True,True,False,False,False,False,True,True,False,False,impaired_or_unspecified,cognitive_decline,False,True
10.1186/s12987-025-00634-z,abstract,0.84,,,False,False,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1016/j.cmpb.2026.109567,abstract,0.8,,,False,False,True,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,amyloid_status,False,False
10.1001/jama.2024.13855,abstract,0.97,,,False,True,False,True,True,False,False,False,False,False,False,False,True,impaired_or_unspecified,cognitive_decline,True,False
10.1001/jama.2024.13855,abstract,0.96,,,False,True,False,True,True,False,False,False,False,False,False,False,True,impaired_or_unspecified,cognitive_decline,True,False
10.1001/jama.2024.13855,abstract,0.96,,,False,True,False,True,True,False,False,False,False,False,False,False,True,impaired_or_unspecified,cognitive_decline,True,False
10.1001/jama.2024.13855,abstract,0.97,,,False,True,False,True,True,False,False,False,False,False,False,False,True,impaired_or_unspecified,cognitive_decline,True,False
10.1002/alz.70505,abstract,0.94,36.0,24.0,True,True,False,True,False,True,False,False,False,False,False,False,False,mixed,clinical_diagnosis,True,False
10.1002/alz.70505,abstract,0.73,36.0,223.0,True,True,False,True,False,True,False,False,False,False,False,False,False,mixed,clinical_diagnosis,True,False
10.1002/alz.70505,abstract,0.94,36.0,750.0,True,True,False,True,False,True,False,False,False,False,False,False,False,mixed,clinical_diagnosis,True,False
10.1002/alz.70505,abstract,0.73,36.0,848.0,True,True,False,True,False,True,False,False,False,False,False,False,False,mixed,clinical_diagnosis,True,False
10.1016/j.jare.2025.08.012,abstract,0.835,51.0,77.0,False,True,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.1002/alz.71683,abstract,0.92,,,False,True,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.1002/dad2.70269,abstract,0.65,,,False,False,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.1007/s00415-026-13833-x,abstract,0.883,,,False,True,False,True,False,False,False,False,False,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1007/s00415-026-13833-x,abstract,0.928,,,False,True,False,True,False,False,False,False,False,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1007/s00415-026-13833-x,abstract,0.894,,,False,True,False,True,False,False,False,False,False,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1515/cclm-2026-0395,abstract,0.923,,,False,False,True,True,False,False,False,False,False,True,False,False,False,impaired_or_unspecified,amyloid_status,False,True
10.64898/2026.07.23.26358814,abstract,0.966,,,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1038/s43587-025-00872-8,abstract,0.72,416.0,415.0,False,False,False,True,False,True,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,True,False
10.1038/s43587-025-00872-8,abstract,0.88,416.0,485.0,False,False,False,True,False,True,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,True,False
10.3389/fnagi.2026.1781331,abstract,0.836,,,True,True,False,True,False,False,False,False,False,False,False,False,False,mixed,clinical_diagnosis,False,False
10.3389/fnagi.2026.1781331,abstract,0.513,,,True,True,False,True,False,False,False,False,False,False,False,False,False,mixed,clinical_diagnosis,False,False
10.1016/j.nicl.2026.103947,abstract,0.75,,,False,True,False,False,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.1186/s12987-026-00784-8,abstract,0.79,,,False,False,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1186/s12987-026-00784-8,abstract,0.48,,,False,False,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1186/s12987-026-00784-8,abstract,0.71,,,False,False,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.21203/rs.3.rs-4998867/v1,abstract,0.95,51.0,73.0,False,False,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.21203/rs.3.rs-4998867/v1,abstract,0.91,51.0,206.0,False,False,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.1002/hbm.70406,abstract,0.77,,,True,False,True,True,False,False,False,False,False,False,False,False,False,CU_only,amyloid_status,False,False
10.1002/hbm.70406,abstract,0.52,,,True,False,True,True,False,False,False,False,False,False,False,False,False,CU_only,amyloid_status,False,False
10.1016/j.neuron.2025.02.014,abstract,0.9,173.0,580.0,False,False,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1186/s13195-024-01595-5,abstract,0.82,,,True,True,True,True,False,False,False,False,False,False,False,False,False,mixed,amyloid_status,False,False
10.2196/85414,abstract,0.922,,,False,True,False,True,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.2196/85414,abstract,0.95,,,False,True,False,True,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.2196/85414,abstract,0.84,,,False,True,False,True,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.2196/85414,abstract,0.813,,,False,True,False,True,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.1161/jaha.125.048151,abstract,0.73,,,False,False,False,False,False,False,True,False,False,False,False,False,False,impaired_or_unspecified,unspecified,True,False
10.21203/rs.3.rs-10437790/v1,abstract,0.86,257.0,94.0,False,True,False,True,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.21203/rs.3.rs-10437790/v1,abstract,0.92,257.0,51.0,False,True,False,True,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.1002/alz.71420,abstract,0.955,15.0,28.0,False,True,False,True,False,False,False,True,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,True,False
10.1186/s12911-026-03585-z,abstract,0.861,,,True,False,False,False,False,False,False,False,False,False,False,False,False,CU_only,unspecified,False,False
10.1186/s12911-026-03585-z,abstract,0.954,,,True,False,False,False,False,False,False,False,False,False,False,False,False,CU_only,unspecified,False,False
10.1093/brain/awaf457,abstract,0.94,,,False,True,False,True,False,False,True,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,True,False
10.1186/s13195-026-02104-6,abstract,0.9,,,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1186/s13195-026-02104-6,abstract,0.95,,,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1186/s13195-026-02104-6,abstract,0.92,,,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1186/s13195-026-02104-6,abstract,0.76,,,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.31083/rn50619,abstract,0.86,217.0,1473.0,False,True,False,True,False,False,False,False,False,True,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,True
10.1002/alz.71408,abstract,0.705,,,False,False,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.1002/alz.71408,abstract,0.635,,,False,False,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.1007/s00401-026-03030-5,abstract,0.9,,,False,True,False,False,True,False,False,True,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,True,False
10.1101/2025.10.13.25337742,abstract,0.885,,,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1038/s41598-026-43321-1,abstract,0.755,,,False,False,False,False,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.1038/s41598-026-43321-1,abstract,0.773,,,False,False,False,False,True,False,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,False,False
10.1002/alz.70894,abstract,0.79,,,False,False,False,False,True,True,False,False,False,False,False,False,False,impaired_or_unspecified,cognitive_decline,True,False
10.1016/j.neuron.2026.02.035,abstract,0.81,,,False,True,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1177/25424823261433955,abstract,0.962,,,False,False,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1177/25424823261433955,abstract,0.913,,,False,False,False,True,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,clinical_diagnosis,False,False
10.1371/journal.pone.0342549,abstract,0.99,,,True,True,False,True,True,False,False,False,False,False,False,False,False,mixed,cognitive_decline,False,False
10.1038/s41746-026-02488-7,abstract,0.82,,,False,True,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
10.1038/s41371-026-01134-9,abstract,0.798,36.0,99.0,False,False,False,False,False,False,False,False,False,False,False,False,False,impaired_or_unspecified,unspecified,False,False
